timestamp,open,high,low,close,volume,rsi,ema_short,ema_long,volatility_atr,bb_width,obv,volume_norm,macd,macd_signal,macd_hist,return_1d,return_3d,return_7d,future_return_1d,future_return_3d,future_return_7d,adx,hma_14,vwap,cmf,sentiment_news_z,sentiment_twitter_z
2021-01-01,28923.63,29600.0,28624.57,29331.69,54183.0,84.59911856045058,26441.95265864209,24066.873583935605,1393.036404126012,0.5039074799269617,1085450.0,0.6121300789127327,2375.079074706493,2282.9580494143884,629.7483344864122,0.0141081876652411,0.0710859959832024,0.1869185880650536,0.0970499824592447,0.0905853021084022,0.3835823984230024,51.52925385388061,29390.907785714284,29185.42,0.3796114440146385,1.210595616241982,1.6007898195451384
2021-01-02,29331.7,33300.0,28946.53,32178.33,129994.0,88.72448272933224,27324.47224962024,24667.722207347782,1604.4959466884395,0.5271237597990777,1215444.0,1.4101097604167177,2656.750042272455,2282.9580494143884,629.7483344864122,0.0970499824592447,0.114380198604078,0.2145795611660117,0.0255364402068101,0.0550432542645935,0.2458141861308527,53.536788427870896,30373.825539682537,31474.95333333333,0.3886786549169885,0.3474171005965823,0.2888639222377088
2021-01-03,32176.45,34778.11,31962.99,33000.05,120958.0,89.591229331662,28197.63805737097,25284.93167347017,1690.9690933535512,0.5414591233163892,1336402.0,1.261658749877441,2912.7063839008006,2282.9580494143884,629.7483344864122,0.0255364402068101,0.1409373581393485,0.2556303521162668,-0.0306466202323937,0.1142213420888755,0.1560594605159686,55.57505863689357,31574.67631746032,33247.05,0.343202585884744,1.2580730820145256,0.714089304626211
2021-01-04,33000.05,33600.0,28130.0,31988.71,140900.0,81.30718162813571,28780.879894698515,25781.50784580572,1960.8998723997263,0.5231622249985254,1195502.0,1.4114630029401305,2999.372048892797,2426.24084931007,573.1311995827273,-0.0306466202323937,0.0905853021084022,0.1812927238813548,0.0612972514365224,0.2326936597318241,0.1067801733799207,54.20941360669037,32516.078865079373,31239.569999999992,0.34473785717589,-1.1346424062209943,0.0679227236288426
2021-01-05,31989.75,34360.0,29900.0,33949.53,116050.0,84.33209680932484,29576.05683397567,26386.546523894183,2139.4070243711744,0.5405510960815908,1311552.0,1.1615140017235046,3189.510310081485,2578.894741464353,610.6155686171319,0.0612972514365224,0.0550432542645935,0.2397126163958371,0.0830594709264016,0.1953865046143494,0.0029959177638099,53.1718040701624,33428.30423809524,32736.51,0.3458769585634124,-1.7641655791792066,0.7391373609326461
2021-01-06,33949.53,36939.21,33288.0,36769.36,127139.0,87.4718484477787,30682.71885951788,27155.64381842054,2247.392951201805,0.5948921730680661,1438691.0,1.3103661870507304,3527.075041097334,2768.5308013909494,758.5442397063848,0.0830594709264016,0.1142213420888755,0.2733739351714288,0.0724222559217782,0.0902615656078866,0.0163728713254731,52.88274320514075,34696.88884126984,35665.52333333332,0.3946712776733867,-1.4276466102449985,0.7091116482153141
2021-01-07,36769.36,40365.0,36300.0,39432.28,132826.0,89.5928302032626,32028.80518882282,28065.024276315315,2377.2220261159614,0.6645517946410995,1571517.0,1.3324632553389668,3963.780912507504,3007.5808236142607,956.200088893243,0.0724222559217782,0.2326936597318241,0.3633240364366437,0.0291773643319634,-0.0325180283767513,-0.0072980816731875,53.27915945926794,36532.843873015874,38699.09333333333,0.3954340114744258,-2.1845087237210805,0.2279853310217623
2021-01-08,39432.48,41950.0,36500.0,40582.81,139790.0,90.35276657742196,33344.805929003924,28992.267663254923,2596.7061671076785,0.7241407437127623,1711307.0,1.3655127681646704,4352.538265749001,3276.572312041209,1075.965953707792,0.0291773643319634,0.1953865046143494,0.3835823984230024,-0.01218717974433,-0.1275993456342722,-0.0946358815468912,53.89530220196946,38569.957301587296,39677.60333333333,0.3977356911837966,-0.97062135454354,0.0642410164959845
2021-01-09,40586.96,41380.0,38720.0,40088.22,75786.0,87.39829629416028,34382.25424761871,29814.190058569373,2601.227155171416,0.7479773655439802,1635521.0,0.7406285364704778,4568.064189049335,3534.8706874428344,1033.1935016065008,-0.01218717974433,0.0902615656078866,0.2458141861308527,-0.0483483676750926,-0.1505923685312045,-0.1021058056456484,54.46743474876372,40220.655277777776,40062.74,0.4124464610102077,-2.6187138282935245,0.2521092309720004
2021-01-10,40088.22,41350.0,35111.11,38150.02,118210.0,76.79997264519216,34961.91051721583,30431.658943119783,2861.0602155163147,0.7296134690900582,1517311.0,1.1384342171663668,4530.251574096044,3733.9468647734766,796.3047093225678,-0.0483483676750926,-0.0325180283767513,0.1560594605159686,-0.0719671968717184,-0.0204099499816775,-0.0608495093842675,52.908579228193865,40990.43884920635,38203.70999999999,0.4138461382764234,-1.665837937781755,-0.0817216226765064
2021-01-11,38150.02,38264.74,30420.0,35404.47,251156.0,64.81061757674357,35029.996591490315,30800.015317703503,3217.037342979435,0.6963700753213286,1266155.0,2.241628678595256,4229.981273786809,3833.153746576144,396.82752721066527,-0.0719671968717184,-0.1275993456342722,0.1067801733799207,-0.038222009819664,0.1056372260338878,0.034650991809791,49.54799883746548,40608.42061904761,34696.40333333333,0.3764226122140608,-0.6073768151924527,-1.8293767580325164
2021-01-12,35410.37,36628.0,32531.0,34051.24,133948.0,59.85115902359848,34879.41865433796,31040.8467756514,3279.891818480904,0.6461703835915741,1132207.0,1.1876212464579188,3838.5718786865655,3834.237372998228,4.334505688337231,-0.038222009819664,-0.1505923685312045,0.0029959177638099,0.0975042318576357,0.079027371690429,0.0540435531863157,46.427459903217695,39284.42189682538,34403.41333333333,0.3668728745424666,0.251053427090415,-1.0213015543993034
2021-01-13,34049.15,37850.0,32380.0,37371.38,124478.0,66.6035537756492,35262.79732290135,31509.77516264018,3436.32811716084,0.6042426011181629,1256685.0,1.077172031844929,3753.022160261171,3817.994330450817,-64.97217018964602,0.0975042318576357,-0.0204099499816775,0.0163728713254731,0.0474459332248369,-0.0368303230975145,-0.0509253337714581,43.9164208288048,38166.67926190475,35867.12666666667,0.3762121123112226,1.136568662868887,-1.0083818982831458
2021-01-14,37371.38,40100.0,36701.23,39144.5,102950.0,69.54901043371622,35859.9823501473,32075.310335777944,3433.6453945064936,0.5726703490068822,1359635.0,0.8819384656241032,3784.672014369357,3811.329867234525,-26.65785286516893,0.0474459332248369,0.1056372260338878,-0.0072980816731875,-0.061369541059408,-0.0847089629449858,-0.211891070265299,42.23331656426589,37707.35336507936,38648.57666666667,0.3615654606379964,0.5339364894274038,-1.0309430481153183
2021-01-15,39145.21,39747.76,34408.0,36742.22,118301.0,61.619591285599945,35995.711219355406,32421.00734794254,3569.79643775603,0.5385028093946856,1241334.0,1.004626507988539,3574.703871412865,3764.0046680701935,-189.30079665732865,-0.061369541059408,0.079027371690429,-0.0946358815468912,-0.0203373666588463,-0.0030196868888162,-0.1033429662116225,39.80231710478495,37308.17785714285,36965.99333333334,0.3236855796431043,1.37547185648417,-0.82257583606823
2021-01-16,36737.43,37950.0,35357.8,35994.98,86348.0,59.35279362961607,35995.59872406996,32685.74606290976,3499.9681207734566,0.4929871094257267,1154986.0,0.7531390971541411,3309.852661160203,3673.174266688196,-363.3216055279927,-0.0203373666588463,-0.0368303230975145,-0.1021058056456484,-0.0046220334057693,-0.0028751231421716,-0.1088201743687592,37.544960463838365,36804.82351587302,36434.26,0.3503816951530188,-0.8086629380711515,-0.0866900565056572
